name	start	end	size	instruction_count	direct_calls	import_calls_or_refs	string_refs_sample
sub_0048C790	0x48c790	0x48c876	230	74	sub_0048B330,sub_0048B390,sub_0048BA50,sub_0048C890,sub_0048C960,sub_004E5F10		
sub_0048C876	0x48c876	0x48c890	26	16			
sub_0048C890	0x48c890	0x48c960	208	78	sub_0048B2C0,sub_004E5F10,sub_004F2510		`qT`Pql1 | c:\7f\src\luaplus51\src\src\lcode.c | (luaP_opmodes[(((OpCode)(((*pc)>>0) & ((~((~(Instruction)0)<<6))<<0))))] & (1 << 7)) && (((OpCode)(((*pc)>>0) & ((~((~(I
sub_0048C960	0x48c960	0x48ca30	208	77	sub_0048BCB0,sub_0048CA30,sub_0048CA90,sub_004E5F10		
sub_0048CA30	0x48ca30	0x48ca90	96	41	sub_0048AE60,sub_0048DC00,sub_004E5F10		
sub_0048CA90	0x48ca90	0x48cb00	112	51	sub_0048B4A0,sub_0048BF80,sub_004E5F10		
sub_0048CB00	0x48cb00	0x48cb60	96	44	sub_0048C270,sub_004E5F10		
sub_0048CB60	0x48cb60	0x48cc74	276	95	sub_0048C150,sub_0048CC90,sub_0048CCF0,sub_0048CEE0,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\src\lcode.c
sub_0048CC74	0x48cc74	0x48cc90	28	16			
sub_0048CC90	0x48cc90	0x48ccf0	96	34			
sub_0048CCF0	0x48ccf0	0x48ce46	342	109	sub_0048BA50,sub_0048BCB0,sub_0048C890,sub_0048CA90,sub_0048CE70,sub_0048DC00,sub_004E5F10,sub_004F2510		f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl | c:\7f\src\luaplus51\src\src\lcode.c
sub_0048CE46	0x48ce46	0x48ce70	42	23			
sub_0048CE70	0x48ce70	0x48cee0	112	49	sub_0048B190,sub_0048B1F0,sub_004E5F10		
sub_0048CEE0	0x48cee0	0x48d000	288	111	sub_0048BCB0,sub_0048C270,sub_0048D000,sub_0048DC00,sub_004E5F10		
sub_0048D000	0x48d000	0x48d436	1078	247	sub_0048CC90,sub_004E5F10,sub_004F2510,sub_004F7A20,sub_004F7DA0		c:\7f\src\luaplus51\src\src\lcode.c
sub_0048D436	0x48d436	0x48d490	90	37			
sub_0048D490	0x48d490	0x48d560	208	70	sub_0048BC30,sub_0048C270,sub_0048C790,sub_0048CC90,sub_0048D590,sub_004E5F10		
sub_0048D560	0x48d560	0x48d590	48	31			
sub_0048D590	0x48d590	0x48d660	208	76	sub_0048B330,sub_0048B390,sub_0048BA50,sub_0048C960,sub_004E5F10		
sub_0048D660	0x48d660	0x48da9d	1085	376	sub_0048B390,sub_0048BA50,sub_0048BC30,sub_0048BCB0,sub_0048C200,sub_0048CEE0,sub_0048DAF0,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\src\lcode.c | e1->t == (-1) | e1->f == (-1) | e1->u.s.info == (((int)(((((fs)->f->code[(e2)->u.s.info]))>>(((0 + 6) + 8) + 9)) & ((~((~(Instruction)0)<<9))<<0))))-1
sub_0048DA9D	0x48da9d	0x48daf0	83	38			
sub_0048DAF0	0x48daf0	0x48dbc0	208	79	sub_0048BCB0,sub_0048C270,sub_0048CA30,sub_004E5F10		
sub_0048DBC0	0x48dbc0	0x48dc00	64	29			
sub_0048DC00	0x48dc00	0x48dd00	256	87	sub_0048DD00,sub_004E5F10,sub_004F2510		`qT`Pql1 | c:\7f\src\luaplus51\src\src\lcode.c | (((enum OpMode)(luaP_opmodes[o] & 3))) == iABC | (((enum OpArgMask)((luaP_opmodes[o] >> 4) & 3))) != OpArgN || b == 0 | (((enum OpArgMask)((luaP_opmodes[o] >> 2) & 3))) != OpArgN || c == 0
sub_0048DD00	0x48dd00	0x48de40	320	104	sub_0045A8D0,sub_0048DE40,sub_004E5F10		lua.parser.code | code size overflow | lua.parser.lineinfo
sub_0048DE40	0x48de40	0x48deb0	112	49	sub_0048B030,sub_004E5F10		
sub_0048DEB0	0x48deb0	0x48df80	208	71	sub_0048DD00,sub_004E5F10,sub_004F2510		`qT`Pql1 | c:\7f\src\luaplus51\src\src\lcode.c | (((enum OpMode)(luaP_opmodes[o] & 3))) == iABx || (((enum OpMode)(luaP_opmodes[o] & 3))) == iAsBx | (((enum OpArgMask)((luaP_opmodes[o] >> 2) & 3))) == OpArgN
sub_0048DF80	0x48df80	0x48e060	224	85	sub_0048DC00,sub_0048DD00,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\src\lcode.c | tostore != 0
sub_0048E060	0x48e060	0x48e125	197	68	sub_0048B5E0,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\src\lcode.c | !(((i_o)->tt) >= 4) || ((((i_o)->tt) == (i_o)->value.gc->gch.tt) && !(((i_o)->value.gc)->gch.marked & ((fs->L->l_G)->cur
sub_0048E125	0x48e125	0x48e140	27	15			
sub_0048E140	0x48e140	0x48e1a0	96	40			
sub_0048E1A0	0x48e1a0	0x48e200	96	43	sub_00497BD0,sub_004E5F10		
sub_0048E200	0x48e200	0x48e260	96	39	sub_00497BD0,sub_004E5F10		
sub_0048E260	0x48e260	0x48e2d0	112	49	sub_00455140,sub_00497C70,sub_004E5F10		
sub_0048E2D0	0x48e2d0	0x48e340	112	45	sub_00455140,sub_00497C70,sub_004E5F10		
sub_0048E340	0x48e340	0x48e3c0	128	46	sub_00497C70,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048E3C0	0x48e3c0	0x48e450	144	58	sub_00497C70,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048E450	0x48e450	0x48e4e0	144	55	sub_00497C70,sub_004E5F10		
sub_0048E4E0	0x48e4e0	0x48e580	160	64	sub_00455140,sub_00497C70,sub_004E5F10		
sub_0048E580	0x48e580	0x48e610	144	57	sub_00497C70,sub_00497DA0,sub_004E5F10		
sub_0048E610	0x48e610	0x48e6a0	144	50	sub_00455140,sub_00497C70,sub_00497DA0,sub_004E5F10		
sub_0048E6A0	0x48e6a0	0x48e6e0	64	25	sub_00497DA0,sub_004E5F10		
sub_0048E6E0	0x48e6e0	0x48e740	96	34	sub_00497DA0,sub_004E5F10		
sub_0048E740	0x48e740	0x48e7b0	112	39	sub_0048E7B0,sub_004E5F10		no value | 瑈f銤f銘f銐f
sub_0048E7B0	0x48e7b0	0x48e7e0	48	21			
sub_0048E7E0	0x48e7e0	0x48e820	64	32			
sub_0048E820	0x48e820	0x48e860	64	32			
sub_0048E860	0x48e860	0x48e8c0	96	37			
sub_0048E8C0	0x48e8c0	0x48e920	96	34			
sub_0048E920	0x48e920	0x48e960	64	32			
sub_0048E960	0x48e960	0x48e9a0	64	32			
sub_0048E9A0	0x48e9a0	0x48e9e0	64	32			
sub_0048E9E0	0x48e9e0	0x48ea20	64	32			
sub_0048EA20	0x48ea20	0x48eae5	197	63	sub_0047DEB0,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048EAE5	0x48eae5	0x48eb00	27	9			
sub_0048EB00	0x48eb00	0x48ebc5	197	63	sub_0047DEB0,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048EBC5	0x48ebc5	0x48ebe0	27	15			
sub_0048EBE0	0x48ebe0	0x48ec50	112	39	sub_0048E7B0,sub_004E5F10		
sub_0048EC50	0x48ec50	0x48ecc0	112	39	sub_0048E7B0,sub_004E5F10		
sub_0048ECC0	0x48ecc0	0x48ed00	64	32			
sub_0048ED00	0x48ed00	0x48ed40	64	32			
sub_0048ED40	0x48ed40	0x48ed80	64	32			
sub_0048ED80	0x48ed80	0x48edc0	64	32			
sub_0048EDC0	0x48edc0	0x48ee6c	172	59	sub_0047DEB0,sub_004E5F10,sub_004E5F40,sub_004F1520		
sub_0048EE6C	0x48ee6c	0x48ee90	36	24			
sub_0048EE90	0x48ee90	0x48ef36	166	57	sub_0047DEB0,sub_004E5F10,sub_004E5F40		
sub_0048EF36	0x48ef36	0x48ef50	26	15			
sub_0048EF50	0x48ef50	0x48efe0	144	51	sub_0047DFA0,sub_004E5F10		
sub_0048EFE0	0x48efe0	0x48f070	144	51	sub_004737A0,sub_004E5F10		
sub_0048F070	0x48f070	0x48f110	160	61	sub_0047DFA0,sub_004E5F10		
sub_0048F110	0x48f110	0x48f1c0	176	60	sub_0048E920,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F1C0	0x48f1c0	0x48f250	144	58	sub_0048E960,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F250	0x48f250	0x48f2d0	128	52	sub_0048E960,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F2D0	0x48f2d0	0x48f350	128	52	sub_0048E960,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F350	0x48f350	0x48f3d0	128	50	sub_0048E9A0,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F3D0	0x48f3d0	0x48f450	128	50	sub_0048E9E0,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F450	0x48f450	0x48f530	224	86	sub_0048E860,sub_0048E9A0,sub_0048E9E0,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F530	0x48f530	0x48f5e0	176	63	sub_0048E8C0,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F5E0	0x48f5e0	0x48f690	176	63	sub_0048E860,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F690	0x48f690	0x48f744	180	57	sub_0048F5E0,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F744	0x48f744	0x48f760	28	12			
sub_0048F760	0x48f760	0x48f7e0	128	52	sub_0048ED40,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F7E0	0x48f7e0	0x48f8a0	192	68	sub_0048E7E0,sub_0048ED80,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048F8A0	0x48f8a0	0x48fb3e	670	189	sub_0047BA60,sub_0048E1A0,sub_0048E340,sub_0048E450,sub_0048E6A0,sub_0048E820,sub_0048F8A0,sub_00490240,sub_00490410,sub_00494B30,sub_0049C6E0,sub_0049C7E0,sub_0049CA50,sub_0049CAA0,sub_0049CAE0,sub_0049CB50,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0048FB3E	0x48fb3e	0x48fb90	82	38			tableObj | clonedChildTableObj
sub_0048FB90	0x48fb90	0x48ff82	1010	265	sub_0048E140,sub_0048E200,sub_0048E6A0,sub_0048E7B0,sub_0048E820,sub_0048F2D0,sub_0048F350,sub_0048F3D0,sub_0048F7E0,sub_0048FB90,sub_00490040,sub_004934D0,sub_004939B0,sub_00493D60,sub_004941B0,sub_00494B30,sub_00496700,sub_00496800,sub_00496880,sub_00496990		
sub_0048FF82	0x48ff82	0x48ff95	19	10			
sub_0048FF95	0x48ff95	0x490040	171	83			keyObj | newTableObj
sub_00490040	0x490040	0x490070	48	21			
sub_00490070	0x490070	0x490110	160	60	sub_0048A9F0,sub_00490110,sub_00490150,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00490110	0x490110	0x490150	64	33			
sub_00490150	0x490150	0x490240	240	91	sub_00455570,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | !(((o1)->tt) >= 4) || ((((o1)->tt) == (o1)->value.gc->gch.tt) && !(((o1)->value.gc)->gch.marked & ((L->l_G)->currentwhit
sub_00490240	0x490240	0x4903f4	436	133	sub_0048E1A0,sub_0048E450,sub_0048E6A0,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_004903F4	0x4903f4	0x490410	28	14			
sub_00490410	0x490410	0x490570	352	115	sub_004765E0,sub_00476720,sub_0048E820,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00490570	0x490570	0x490728	440	136	sub_00489ED0,sub_0048E6A0,sub_0048ECC0,sub_00490790,sub_004907F0,sub_00490830,sub_00490910,sub_004909A0,sub_00492720,sub_0049D2F0,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | table | insert
sub_00490728	0x490728	0x490790	104	56			autoBlock | tableObj | funcObj | callObj
sub_00490790	0x490790	0x4907f0	96	41	sub_00455960,sub_004E5F10		
sub_004907F0	0x4907f0	0x490830	64	26			
sub_00490830	0x490830	0x4908e0	176	63	sub_00455960,sub_0048ECC0,sub_00490070,sub_004908E0,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luacall.inl
sub_004908E0	0x4908e0	0x490910	48	21			
sub_00490910	0x490910	0x4909a0	144	57	sub_00490070,sub_004908E0,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luacall.inl
sub_004909A0	0x4909a0	0x490acc	300	106	sub_00455960,sub_00456290,sub_004586D0,sub_0048A9F0,sub_004E5F10,sub_004E5F40,sub_004E6810,sub_004E7B50,sub_004F2510		c:\7f\src\luaplus51\src\luacall.inl | unknown lua error, code: %d
sub_00490ACC	0x490acc	0x490af0	36	24			
sub_00490AF0	0x490af0	0x490cb4	452	140	sub_00489ED0,sub_0048E6A0,sub_0048ECC0,sub_00490790,sub_004907F0,sub_00490830,sub_00490910,sub_004909A0,sub_00490D10,sub_00492720,sub_0049D2F0,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | table | insert
sub_00490CB4	0x490cb4	0x490d10	92	42			autoBlock | tableObj | funcObj | callObj
sub_00490D10	0x490d10	0x490d70	96	42	sub_00456C70,sub_004E5F10		
sub_00490D70	0x490d70	0x490ef9	393	121	sub_00489ED0,sub_0048E6A0,sub_0048ECC0,sub_00490790,sub_004907F0,sub_00490830,sub_00490910,sub_004909A0,sub_00490D10,sub_00492720,sub_0049D2F0,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | table | remove
sub_00490EF9	0x490ef9	0x490f60	103	51			autoBlock | tableObj | funcObj | callObj
sub_00490F60	0x490f60	0x4910da	378	116	sub_00489ED0,sub_0048E6A0,sub_0048ECC0,sub_00490790,sub_004907F0,sub_00490830,sub_00490910,sub_004909A0,sub_00492720,sub_0049D2F0,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | table | sort
sub_004910DA	0x4910da	0x491140	102	53			autoBlock | tableObj | funcObj | callObj
sub_00491140	0x491140	0x4911e0	160	61	sub_004559A0,sub_00456830,sub_00490070,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_004911E0	0x4911e0	0x4912b0	208	64	sub_0049C6E0,sub_0049C7E0,sub_0049CA50,sub_0049CAA0,sub_004E5F10,sub_004E5F40		
sub_004912B0	0x4912b0	0x4912d0	32	19			
sub_004912D0	0x4912d0	0x491449	377	119	sub_0047BA60,sub_0048E1A0,sub_0048E450,sub_0048E6A0,sub_00497650,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | !(((i_o)->tt) >= 4) || ((((i_o)->tt) == (i_o)->value.gc->gch.tt) && !(((i_o)->value.gc)->gch.marked & (((L)->l_G)->curre
sub_00491449	0x491449	0x491470	39	26			
sub_00491470	0x491470	0x4915e9	377	119	sub_0047BA60,sub_0048E1A0,sub_0048E450,sub_0048E6A0,sub_00497770,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | !(((i_o)->tt) >= 4) || ((((i_o)->tt) == (i_o)->value.gc->gch.tt) && !(((i_o)->value.gc)->gch.marked & (((L)->l_G)->curre
sub_004915E9	0x4915e9	0x491610	39	25			
sub_00491610	0x491610	0x491789	377	119	sub_0047BA60,sub_0048E1A0,sub_0048E450,sub_0048E6A0,sub_00497870,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | !(((i_o)->tt) >= 4) || ((((i_o)->tt) == (i_o)->value.gc->gch.tt) && !(((i_o)->value.gc)->gch.marked & (((L)->l_G)->curre
sub_00491789	0x491789	0x4917b0	39	25			
sub_004917B0	0x4917b0	0x49192c	380	124	sub_0045ACC0,sub_0047E0D0,sub_0048E340,sub_004E5F10,sub_004E5F40,sub_004EBE60,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0049192C	0x49192c	0x491960	52	32			
sub_00491960	0x491960	0x491a61	257	84	sub_0047E0D0,sub_0048E340,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00491A61	0x491a61	0x491a90	47	23			
sub_00491A90	0x491a90	0x491b7c	236	78	sub_0047E0D0,sub_0048E340,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00491B7C	0x491b7c	0x491ba0	36	24			
sub_00491BA0	0x491ba0	0x491c9c	252	84	sub_00455140,sub_0047E0D0,sub_0048E340,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00491C9C	0x491c9c	0x491cc0	36	24			
sub_00491CC0	0x491cc0	0x491d30	112	44	sub_004917B0,sub_004E5F10		
sub_00491D30	0x491d30	0x491da0	112	44	sub_00491960,sub_004E5F10		
sub_00491DA0	0x491da0	0x491e8c	236	78	sub_0047E0D0,sub_0048E340,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00491E8C	0x491e8c	0x491eb0	36	25			
sub_00491EB0	0x491eb0	0x491fac	252	84	sub_00455140,sub_0047E0D0,sub_0048E340,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00491FAC	0x491fac	0x491fd0	36	27			
sub_00491FD0	0x491fd0	0x492262	658	209	sub_0047BD90,sub_0048E1A0,sub_0048E340,sub_004E5F10,sub_004E5F40,sub_004EBE60,sub_004F2510,sub_004F4E20		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00492262	0x492262	0x492280	30	17			
sub_00492280	0x492280	0x492390	272	96	sub_0047BBE0,sub_0048E340,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00492390	0x492390	0x492470	224	80	sub_0047BD90,sub_0048E340,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00492470	0x492470	0x492560	240	86	sub_00455140,sub_0047BD90,sub_0048E340,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00492560	0x492560	0x4925d0	112	44	sub_00491FD0,sub_004E5F10		
sub_004925D0	0x4925d0	0x492640	112	44	sub_00492280,sub_004E5F10		
sub_00492640	0x492640	0x4926b0	112	44	sub_00492390,sub_004E5F10		
sub_004926B0	0x4926b0	0x492720	112	44	sub_00492470,sub_004E5F10		
sub_00492720	0x492720	0x492790	112	44	sub_004917B0,sub_004E5F10		
sub_00492790	0x492790	0x492800	112	44	sub_00491960,sub_004E5F10		
sub_00492800	0x492800	0x492870	112	44	sub_00491A90,sub_004E5F10		
sub_00492870	0x492870	0x4928e0	112	44	sub_00491BA0,sub_004E5F10		
sub_004928E0	0x4928e0	0x492b9e	702	202	sub_0047D140,sub_0048E1A0,sub_0048E450,sub_0048E580,sub_0048E6A0,sub_0048E7E0,sub_00492720,sub_00492790,sub_00492BF0,sub_004E5FA0,sub_004E5FD0,sub_004E6810,sub_004E6850,sub_004EBE60,sub_004EE780,sub_004F1520		
sub_00492B9E	0x492b9e	0x492bf0	82	50			table | _$AllocaPad$
sub_00492BF0	0x492bf0	0x492c40	80	39	sub_004E5F10,sub_004F3CB0		
sub_00492C40	0x492c40	0x492c70	48	19			
sub_00492C70	0x492c70	0x492cb0	64	25			
sub_00492CB0	0x492cb0	0x492d00	80	31			
sub_00492D00	0x492d00	0x492d50	80	31			
sub_00492D50	0x492d50	0x492da0	80	31			
sub_00492DA0	0x492da0	0x492df0	80	31			
sub_00492DF0	0x492df0	0x492e30	64	26			
sub_00492E30	0x492e30	0x492e90	96	39			
sub_00492E90	0x492e90	0x492ed0	64	26			
sub_00492ED0	0x492ed0	0x492f10	64	26			
sub_00492F10	0x492f10	0x492fd0	192	74	sub_0045ACC0,sub_004E5F10,sub_004EBE60,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00492FD0	0x492fd0	0x493080	176	61	sub_00476BA0,sub_004E5F10,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | !(((o1)->tt) >= 4) || ((((o1)->tt) == (o1)->value.gc->gch.tt) && !(((o1)->value.gc)->gch.marked & ((L->l_G)->currentwhit
sub_00493080	0x493080	0x4930c0	64	26			
sub_004930C0	0x4930c0	0x4930f0	48	19			
sub_004930F0	0x4930f0	0x493189	153	53	sub_0048E820,sub_00497650,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00493189	0x493189	0x4931b0	39	22			valueObj
sub_004931B0	0x4931b0	0x493249	153	53	sub_0048E820,sub_00497770,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00493249	0x493249	0x493270	39	23			valueObj
sub_00493270	0x493270	0x493309	153	53	sub_0048E820,sub_00497870,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00493309	0x493309	0x493330	39	24			valueObj
sub_00493330	0x493330	0x4933dc	172	60	sub_0048E820,sub_00497650,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_004933DC	0x4933dc	0x493400	36	23			valueObj
sub_00493400	0x493400	0x4934ac	172	60	sub_0048E820,sub_00497770,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_004934AC	0x4934ac	0x4934d0	36	23			valueObj
sub_004934D0	0x4934d0	0x49357c	172	60	sub_0048E820,sub_00497870,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0049357C	0x49357c	0x4935a0	36	19			valueObj
sub_004935A0	0x4935a0	0x49364a	170	59	sub_0048E820,sub_00497650,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0049364A	0x49364a	0x493670	38	24			valueObj
sub_00493670	0x493670	0x49371a	170	59	sub_0048E820,sub_00497770,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0049371A	0x49371a	0x493740	38	25			valueObj
sub_00493740	0x493740	0x4937ea	170	59	sub_0048E820,sub_00497870,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_004937EA	0x4937ea	0x493810	38	25			valueObj
sub_00493810	0x493810	0x4938ba	170	59	sub_0048E820,sub_00497650,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_004938BA	0x4938ba	0x4938e0	38	24			valueObj
sub_004938E0	0x4938e0	0x49398a	170	59	sub_0048E820,sub_00497770,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_0049398A	0x49398a	0x4939b0	38	22			valueObj
sub_004939B0	0x4939b0	0x493a5a	170	59	sub_0048E820,sub_00497870,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00493A5A	0x493a5a	0x493a80	38	22			valueObj
sub_00493A80	0x493a80	0x493bc5	325	107	sub_0045ACC0,sub_0048E820,sub_00497650,sub_004E5F10,sub_004E5F40,sub_004EBE60,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00493BC5	0x493bc5	0x493bf0	43	28			valueObj
sub_00493BF0	0x493bf0	0x493d35	325	107	sub_0045ACC0,sub_0048E820,sub_00497770,sub_004E5F10,sub_004E5F40,sub_004EBE60,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00493D35	0x493d35	0x493d60	43	25			valueObj
sub_00493D60	0x493d60	0x493ea5	325	107	sub_0045ACC0,sub_0048E820,sub_00497870,sub_004E5F10,sub_004E5F40,sub_004EBE60,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00493EA5	0x493ea5	0x493ed0	43	26			valueObj
sub_00493ED0	0x493ed0	0x494015	325	107	sub_0045AF40,sub_0045E640,sub_0048E820,sub_00497650,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00494015	0x494015	0x494040	43	27			valueObj
sub_00494040	0x494040	0x494185	325	107	sub_0045AF40,sub_0045E640,sub_0048E820,sub_00497770,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_00494185	0x494185	0x4941b0	43	27			valueObj
sub_004941B0	0x4941b0	0x4942f5	325	107	sub_0045AF40,sub_0045E640,sub_0048E820,sub_00497870,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_004942F5	0x4942f5	0x494320	43	27			valueObj
sub_00494320	0x494320	0x494458	312	105	sub_00455420,sub_0045B1E0,sub_0048E820,sub_00497650,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | !(((i_o)->tt) >= 4) || ((((i_o)->tt) == (i_o)->value.gc->gch.tt) && !(((i_o)->value.gc)->gch.marked & (((L)->l_G)->curre
sub_00494458	0x494458	0x494480	40	27			valueObj
sub_00494480	0x494480	0x4945b8	312	105	sub_00455420,sub_0045B1E0,sub_0048E820,sub_00497770,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | !(((i_o)->tt) >= 4) || ((((i_o)->tt) == (i_o)->value.gc->gch.tt) && !(((i_o)->value.gc)->gch.marked & (((L)->l_G)->curre
sub_004945B8	0x4945b8	0x4945e0	40	26			valueObj
sub_004945E0	0x4945e0	0x494718	312	105	sub_00455420,sub_0045B1E0,sub_0048E820,sub_00497870,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp | !(((i_o)->tt) >= 4) || ((((i_o)->tt) == (i_o)->value.gc->gch.tt) && !(((i_o)->value.gc)->gch.marked & (((L)->l_G)->curre
sub_00494718	0x494718	0x494740	40	26			valueObj
sub_00494740	0x494740	0x4947ea	170	59	sub_0048E820,sub_00497650,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_004947EA	0x4947ea	0x494810	38	26			valueObj
sub_00494810	0x494810	0x4948ba	170	59	sub_0048E820,sub_00497770,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
sub_004948BA	0x4948ba	0x4948e0	38	24			valueObj
sub_004948E0	0x4948e0	0x49498a	170	59	sub_0048E820,sub_00497870,sub_004E5F10,sub_004E5F40,sub_004F2510		c:\7f\src\luaplus51\src\luaobject.cpp
