code_va	function_start	string_va	encoding	string
0x59aa2e	0x59a990	0x6b83c8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59aa91	0x59a990	0x6b8400	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59aaf9	0x59aac0	0x6b8438	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59ab54	0x59ab20	0x6b8470	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59ab88	0x59ab20	0x6b84a8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59abad	0x59ab20	0x6b84e0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59ac7d	0x59ac30	0x6b8518	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59acbf	0x59acb0	0x6b8550	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59ad23	0x59acb0	0x6b8588	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59ad9f	0x59ad90	0x6b7e50	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59ae31	0x59ae00	0x6b8010	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59ae6d	0x59ae00	0x6b8048	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59af66	0x59af50	0x6b85c8	utf16le	攠敬敭瑮s
0x59af72	0x59af50	0x6b85c0	ascii	with 
0x59b024	0x59aff0	0x6b8080	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59b063	0x59aff0	0x6b80b8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59b0a7	0x59b080	0x6b85dc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59b0c4	0x59b080	0x6b8614	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59b0ee	0x59b080	0x6b864c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59b116	0x59b080	0x6b8684	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x59b250	0x59b240	0x6b87c0	ascii	, B 
0x59b25c	0x59b240	0x6b87b8	ascii	, R 
0x59b268	0x59b240	0x6b87b0	ascii	, T 
0x59b33b	0x59b320	0x6b87cc	ascii	m_hDC = 
0x59b356	0x59b320	0x6b87d8	ascii	\nm_hAttribDC = 
0x59b371	0x59b320	0x6b87e8	ascii	\nm_bPrinting = 
0x59b499	0x59b480	0x6b87fc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b4ca	0x59b480	0x6b8834	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b505	0x59b4f0	0x6b886c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b51f	0x59b4f0	0x6b88a4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b553	0x59b4f0	0x6b88dc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b6ee	0x59b6c0	0x6b894c	ascii	Cannot Set Output hDC on Attached CDC.\n
0x59b705	0x59b6c0	0x6b8914	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b724	0x59b6c0	0x6b8974	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b79e	0x59b770	0x6b89e4	ascii	Cannot Release Output hDC on Attached CDC.\n
0x59b7b5	0x59b770	0x6b89ac	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b7d4	0x59b770	0x6b8a10	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b848	0x59b830	0x6b8a48	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b8c8	0x59b8b0	0x6b8a80	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b8f0	0x59b8b0	0x6b8ab8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b9a8	0x59b990	0x6b8af0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59b9d6	0x59b990	0x6b8b28	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59ba58	0x59ba40	0x6b8b60	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59bae8	0x59bad0	0x6b8b98	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59bb78	0x59bb60	0x6b8bd0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59bc08	0x59bbf0	0x6b8c08	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59bc86	0x59bc70	0x6b8c40	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59bcd8	0x59bcc0	0x6b8c78	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59bd58	0x59bd40	0x6b8cb0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59bdd8	0x59bdc0	0x6b8ce8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59be58	0x59be40	0x6b8d20	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59bed8	0x59bec0	0x6b8d58	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59bf58	0x59bf40	0x6b8d90	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59bfd8	0x59bfc0	0x6b8dc8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c058	0x59c040	0x6b8e00	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c0d8	0x59c0c0	0x6b8e38	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c158	0x59c140	0x6b8e70	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c1d8	0x59c1c0	0x6b8ea8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c21f	0x59c1c0	0x6b8ee0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c259	0x59c1c0	0x6b8f18	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c298	0x59c280	0x6b8f50	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c2df	0x59c280	0x6b8f88	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c319	0x59c280	0x6b8fc0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c358	0x59c340	0x6b8ff8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c39f	0x59c340	0x6b9030	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c3d9	0x59c340	0x6b9068	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c418	0x59c400	0x6b90a0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c467	0x59c400	0x6b90d8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c4a9	0x59c400	0x6b9110	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c4e8	0x59c4d0	0x6b9148	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c52f	0x59c4d0	0x6b9180	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c569	0x59c4d0	0x6b91b8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c5a8	0x59c590	0x6b91f0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c5ef	0x59c590	0x6b9228	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c629	0x59c590	0x6b9260	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c668	0x59c650	0x6b9298	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c6af	0x59c650	0x6b92d0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c6e9	0x59c650	0x6b9308	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c728	0x59c710	0x6b9340	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c777	0x59c710	0x6b9378	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c7b9	0x59c710	0x6b93b0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c7f6	0x59c7e0	0x6b93e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c838	0x59c820	0x6b9420	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c8b8	0x59c8a0	0x6b9458	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c948	0x59c930	0x6b9490	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59c9f8	0x59c9e0	0x6b94c8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59ca88	0x59ca70	0x6b9500	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59cb38	0x59cb20	0x6b9538	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59cbb8	0x59cba0	0x6b9570	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59cc38	0x59cc20	0x6b95a8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59cc7f	0x59cc20	0x6b95e0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59ccb9	0x59cc20	0x6b9618	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59ccf6	0x59cce0	0x6b9650	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59cd68	0x59cd50	0x6b9688	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59cde8	0x59cdd0	0x6b96c0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59ce68	0x59ce50	0x6b96f8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59cee8	0x59ced0	0x6b9730	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59cf68	0x59cf50	0x6b9768	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59cf77	0x59cf50	0x6b97a0	ascii	GDI32.DLL
0x59cf90	0x59cf50	0x6b97ac	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59cfa6	0x59cf50	0x6b97e4	ascii	GetLayout
0x59d008	0x59cff0	0x6b97f0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d017	0x59cff0	0x6b9828	ascii	GDI32.DLL
0x59d030	0x59cff0	0x6b9834	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d046	0x59cff0	0x6b986c	ascii	SetLayout
0x59d0ae	0x59d090	0x6b9878	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d11e	0x59d100	0x6b98b0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d188	0x59d170	0x6b98e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d1f7	0x59d170	0x6b9920	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d226	0x59d170	0x6b9958	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d258	0x59d240	0x6b9990	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d2d8	0x59d2c0	0x6b99c8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d333	0x59d2c0	0x6b9a00	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d362	0x59d2c0	0x6b9a38	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d398	0x59d380	0x6b9a70	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d3ef	0x59d380	0x6b9aa8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d41e	0x59d380	0x6b9ae0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d458	0x59d440	0x6b9b18	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d4d8	0x59d4c0	0x6b9b50	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d52f	0x59d4c0	0x6b9b88	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d55e	0x59d4c0	0x6b9bc0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d598	0x59d580	0x6b9bf8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d5d5	0x59d580	0x6a7974	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winctrl6.cpp
0x59d613	0x59d580	0x6b9c68	ascii	Error: unable to transfer clip region in CDC::SelectClipPath!\n
0x59d62a	0x59d580	0x6b9c30	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d678	0x59d660	0x6b9ca8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59d702	0x59d6f0	0x6b9ce0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59dad0	0x59dab0	0x6b9d18	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59db80	0x59db60	0x6b9d50	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59dc3f	0x59dc10	0x6b9d88	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59dc7b	0x59dc60	0x6b9dc0	ascii	m_hWnd = 
0x59dd0b	0x59dcb0	0x6b9dd0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59ddb5	0x59dd70	0x6b9e08	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59de2f	0x59de00	0x6b9e40	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59de6b	0x59de50	0x6b9e78	ascii	m_hWnd = 
0x59defb	0x59dea0	0x6b9e88	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59dfa5	0x59df60	0x6b9ec0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e016	0x59dff0	0x6b9ef8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e04d	0x59e030	0x6b9f30	ascii	m_hWnd = 
0x59e068	0x59e030	0x6b9f3c	ascii	\nm_ps.hdc = 
0x59e083	0x59e030	0x6b9f4c	ascii	\nm_ps.fErase = 
0x59e0a7	0x59e030	0x6b9f5c	ascii	\nm_ps.rcPaint = 
0x59e114	0x59e0d0	0x6b9f74	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e138	0x59e0d0	0x6b9fac	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e1e5	0x59e1a0	0x6b9fe4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e20a	0x59e1a0	0x6ba01c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e27b	0x59e260	0x6ba054	ascii	m_hObject = 
0x59e2e8	0x59e2b0	0x6ba068	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e3fc	0x59e3e0	0x6ba0a0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e430	0x59e3e0	0x6ba0d8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e468	0x59e450	0x6ba110	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e49f	0x59e450	0x6ba148	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e69f	0x59e660	0x6ba180	ascii	has ILLEGAL HPEN!
0x59e6c5	0x59e660	0x6ba194	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e6d8	0x59e660	0x6ba1cc	ascii	lgpn.lopnStyle = 
0x59e6f0	0x59e660	0x6ba1e0	ascii	\nlgpn.lopnWidth.x (width) = 
0x59e705	0x59e660	0x6852fc	ascii	n{;=
0x59e708	0x59e660	0x6ba200	ascii	\nlgpn.lopnColor = 
0x59e874	0x59e830	0x6ba218	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e8d5	0x59e8c0	0x6ba250	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e8fc	0x59e8c0	0x6ba288	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e97f	0x59e940	0x6ba2c0	ascii	has ILLEGAL HBRUSH!
0x59e9a5	0x59e940	0x6ba2d4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59e9b8	0x59e940	0x6ba30c	ascii	lb.lbStyle = 
0x59e9d0	0x59e940	0x6ba31c	ascii	\nlb.lbHatch = 
0x59e9e8	0x59e940	0x6ba32c	ascii	\nlb.lbColor = 
0x59ea59	0x59ea10	0x6ba340	ascii	has ILLEGAL HFONT!
0x59ea82	0x59ea10	0x6ba354	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59ea95	0x59ea10	0x6ba38c	ascii	lf.lfHeight = 
0x59eaad	0x59ea10	0x6ba39c	ascii	\nlf.lfWidth = 
0x59eac5	0x59ea10	0x6ba3ac	ascii	\nlf.lfEscapement = 
0x59eadd	0x59ea10	0x6ba3c0	ascii	\nlf.lfOrientation = 
0x59eaf5	0x59ea10	0x6ba3d8	ascii	\nlf.lfWeight = 
0x59eb0e	0x59ea10	0x6ba3e8	ascii	\nlf.lfItalic = 
0x59eb27	0x59ea10	0x6ba3f8	ascii	\nlf.lfUnderline = 
0x59eb40	0x59ea10	0x6ba40c	ascii	\nlf.lfStrikeOut = 
0x59eb59	0x59ea10	0x6ba420	ascii	\nlf.lfCharSet = 
0x59eb72	0x59ea10	0x6ba434	ascii	\nlf.lfOutPrecision = 
0x59eb8b	0x59ea10	0x6ba44c	ascii	\nlf.lfClipPrecision = 
0x59eba4	0x59ea10	0x6ba464	ascii	\nlf.lfQuality = 
0x59ebbd	0x59ea10	0x6ba478	ascii	\nlf.lfPitchAndFamily = 
0x59ebd5	0x59ea10	0x6ba490	ascii	\nlf.lfFaceName = 
0x59ec4f	0x59ec10	0x6ba4a8	ascii	has ILLEGAL HBITMAP!
0x59ec78	0x59ec10	0x6ba4c0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59ec8b	0x59ec10	0x6ba4f8	ascii	bm.bmType = 
0x59eca3	0x59ec10	0x6ba508	ascii	\nbm.bmHeight = 
0x59ecbb	0x59ec10	0x6ba518	ascii	\nbm.bmWidth = 
0x59ecd3	0x59ec10	0x6ba528	ascii	\nbm.bmWidthBytes = 
0x59ecec	0x59ec10	0x6ba53c	ascii	\nbm.bmPlanes = 
0x59ed05	0x59ec10	0x6ba54c	ascii	\nbm.bmBitsPixel = 
0x59ef51	0x59ef20	0x6ba5f0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59ef76	0x59ef20	0x6ba628	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59f086	0x59ef20	0x6ba660	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59f2a1	0x59f270	0x6ba698	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59f2c6	0x59f270	0x6ba6d0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59f3b6	0x59f270	0x6ba708	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59f5c1	0x59f590	0x6ba740	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59f5e6	0x59f590	0x6ba778	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59f718	0x59f590	0x6ba7b0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59f7a1	0x59f590	0x6a5098	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
0x59f7cf	0x59f590	0x6a5098	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
0x59f804	0x59f590	0x6ba7e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59f991	0x59f960	0x6ba820	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59f9b6	0x59f960	0x6ba858	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x59faa2	0x59f960	0x6ba890	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x5a0141	0x5a0020	0x6bb110	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0145	0x5a0020	0x6b76e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\occmgr.cpp
0x5a0203	0x5a01f0	0x6bb148	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0214	0x5a01f0	0x6bb180	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0263	0x5a0250	0x6bb1b8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a027a	0x5a0250	0x6bb1f0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a028b	0x5a0250	0x6bb228	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0293	0x5a0250	0x6b98e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\wingdi.cpp
0x5a02e6	0x5a02d0	0x6bb260	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0300	0x5a02d0	0x6bb298	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0314	0x5a02d0	0x6bb2d0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0376	0x5a0360	0x6bb308	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a038a	0x5a0360	0x6bb340	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a03e8	0x5a03d0	0x6bb378	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a03fc	0x5a03d0	0x6bb3b0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0488	0x5a0470	0x6bb3e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a049c	0x5a0470	0x6bb420	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0528	0x5a0510	0x6bb458	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a053c	0x5a0510	0x6bb490	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a05c8	0x5a05b0	0x6bb4c8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a05dc	0x5a05b0	0x6bb500	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0668	0x5a0650	0x6bb538	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a06ab	0x5a0650	0x6bb570	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a072e	0x5a06f0	0x6bb5a8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0742	0x5a06f0	0x6bb5e0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0750	0x5a06f0	0x6bb618	ascii	file://
0x5a07ff	0x5a07e0	0x6bb620	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0813	0x5a07e0	0x6bb658	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a088e	0x5a0850	0x6bb690	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a08a2	0x5a0850	0x6bb6c8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a0903	0x5a0850	0x6bb700	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
0x5a09fe	0x5a09c0	0x6bb738	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\filefind.cpp
